Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,GitHub ID,Integration,Owned By,Comment,Comment,Comment
136507235,Reservation Cancellation,reservation,3,02-Jan-17,22-Jan-17,feature,2,unstarted,21-Dec-16,,,Lee Yi Hao,"As a customer,i can cancel my reservation so that i will not waste my money.",https://www.pivotaltracker.com/story/show/136507235,,,Lee Yi Hao,,,
134991535,Customer Monthly Summary Report,report,3,02-Jan-17,22-Jan-17,feature,1,unstarted,26-Nov-16,,,Liew Ken Hieng,Allow staff to generate or view customer monthly summary report by selecting the desire month.,https://www.pivotaltracker.com/story/show/134991535,,,Liew Ken Hieng,,,
134991547,Customer Yearly Summary Report,report,3,02-Jan-17,22-Jan-17,feature,1,unstarted,26-Nov-16,,,Liew Ken Hieng,Allow manager to generate or view customer yearly summary report by selecting the desire year.,https://www.pivotaltracker.com/story/show/134991547,,,Liew Ken Hieng,,,
134992013,Reservation Exception Report,report,3,02-Jan-17,22-Jan-17,feature,1,unstarted,27-Nov-16,,,Lee Yi Hao,Allow manager to generate or view reservation exception report by selecting the desire year and month.,https://www.pivotaltracker.com/story/show/134992013,,,Lee Yi Hao,,,
134991995,Reservation Monthly Summary Report,report,3,02-Jan-17,22-Jan-17,feature,1,unstarted,27-Nov-16,,,Lee Yi Hao,Allow manager to generate or view reservation monthly summary report by selecting the desire month.,https://www.pivotaltracker.com/story/show/134991995,,,Lee Yi Hao,,,
134631509,Cancel Payment Record,payment,3,02-Jan-17,22-Jan-17,feature,2,unstarted,18-Nov-16,,,lzx,"As a customer, I can delete the payment details according to the payment date so that the oldest payment records can be deleted.",https://www.pivotaltracker.com/story/show/134631509,,,lzx,,,
134991421,Driver Login,login,4,23-Jan-17,12-Feb-17,feature,3,unstarted,26-Nov-16,,,Liew Ken Hieng,"1. As a driver, I am required to enter username to login.
2. As a driver, I am required to enter password to login.",https://www.pivotaltracker.com/story/show/134991421,,,Liew Ken Hieng,,,
134991505,Customer Password Recovery,login,4,23-Jan-17,12-Feb-17,feature,2,unstarted,26-Nov-16,,,Liew Ken Hieng,"1. As a customer, I am required to enter username and email address so that the system will send the new password through email.
2. As a customer, I am allowed to change password by entering new password so that I can login using new password.",https://www.pivotaltracker.com/story/show/134991505,,,Liew Ken Hieng,,,
134991513,Driver Password Recovery,login,4,23-Jan-17,12-Feb-17,feature,2,unstarted,26-Nov-16,,,Liew Ken Hieng,"1. As a driver, I am required to enter username and email address so that the system will send the new password through email.
2. As a driver, I am allowed to change password by entering new password so that I can login using new password.",https://www.pivotaltracker.com/story/show/134991513,,,Liew Ken Hieng,,,
134991413,Customer Login,login,4,23-Jan-17,12-Feb-17,feature,3,unstarted,26-Nov-16,,,Liew Ken Hieng,"1. As a customer, I am required to enter username so that I can login.
2. As a customer, I am required to enter password so that I can login.",https://www.pivotaltracker.com/story/show/134991413,,,Liew Ken Hieng,,,
